nome,matricula
Alf,00047088
Algie,00275415
Arlie,00086471
Bart,00927020
Bedford,00004053
Benito,00451978
Billy,00833715
Birt,00059756
Bruno,00030834
Burley,00159734
Chancy,00306129
Claus,00241450
Cliff,00565374
Clovis,00891337
Creed,00477128
Delos,00530420
Duke,00754159
Eber,00284978
Eligah,00554785
Elliot,00770690
Elton,00267822
Emmitt,00659324
Gene,00145301
Golden,00109058
Hal,00229121
Hardin,00222865
Harman,00504200
Hervey,00045707
Hollis,00073753
Ivey,00809510
Len,00961990
Lindsay,00163258
Lonie,00808587
Lyle,00414452
Mac,00969438
Mal,00648061
Math,00758453
Miller,00673885
Orson,00484069
Osborne,00509643
Percival,00919407
Pleas,00136173
Ples,00352664
Rafael,00837541
Raoul,00213703
Roderick,00029625
Shelton,00153329
Sid,00037510
Theron,00804380
Tobias,00857238
Toney,00715728
Tyler,00457644
Vance,00166585
Walton,00291271
Watt,00524470
Weaver,00290959
Wilton,00526076
Adolf,00808310
Albin,00534705
Albion,00970533
Allison,00405911
Alpheus,00749514
Anastacio,00355986
Andre,00186660
Arlington,00694814
Armand,00824642
Asberry,00406561
Asbury,00420067
Asher,00905063
Augustin,00613993
Auther,00744493
Author,00274877
Ballard,00141269
Blas,00548437
Caesar,00283491
Candido,00333805
Cato,00120621
Clarke,00688654
Clemente,00203163
Colin,00092478
Commodore,00914722
Coy,00715636
Cruz,00672444
Curt,00678462
Damon,00333722
Davie,00071290
Delmar,00823128
Dexter,00599937
Doss,00827427
Drew,00620094
Edson,00651589
Elam,00371820
Elihu,00473497
Ernie,00623991
Ferd,00445171
Friend,00482851
Garry,00199298
Gary,00770833
Gustaf,00296541
Hampton,00403857
Harrie,00078755
Hence,00224105
Hillard,00419673
Hollie,00289103
Holmes,00094245
Hyman,00425203
Ishmael,00271114
Jarrett,00589338
Jessee,00123902
Joeseph,00320954
Junious,00667794
Kirk,00610496
Levy,00422403
Mervin,00198436
Michel,00418886
Milford,00410502
Mitchel,00710690
Noble,00568383
Obed,00437862
Orren,00300314
Ottis,00578056
Rafe,00429584
Redden,00549885
Reese,00176399
Rube,00915287
Rupert,00831766
Salomon,00050124
Sanders,00578824
Soloman,00796725
Stacy,00425672
Stanford,00134012
Stanton,00951480
Thad,00896086
Titus,00405379
Tracy,00822145
Wendell,00011367
Wilhelm,00647635
Willian,00630478
Yee,00894832
Zeke,00352333
Ab,00047393
Abbott,00633067
Agustus,00486231
Albertus,00843962
Almer,00744967
Alphonso,00334977
Alvia,00311927
Arvid,00529567
Ashby,00541248
Aurthur,00845232
Babe,00102834
Baldwin,00442687
Barnett,00355128
Bartholomew,00810332
Barton,00302217
Bernie,00349168
Blaine,00466823
Boston,00997698
Brad,00088236
Bradford,00438507
Bradley,00195969
Brooks,00543720
Buck,00746682
Budd,00491195
Ceylon,00288907
Chalmers,00976472
Chesley,00211016
Chin,00355574
Crockett,00205006
Cyril,00783779
Denver,00330224
Dow,00962183
Duff,00432880
Edie,00284270
Elick,00781510
Elie,00890752
Eliga,00120670
Eliseo,00420437
Elroy,00868810
Ely,00339353
Ennis,00933291
Enrique,00802251
Erasmus,00925033
Esau,00800491
Everette,00710060
Firman,00359815
Fleming,00937427
Gardner,00140475
Gee,00669002
Gorge,00896091
Gottlieb,00685395
Gregorio,00912132
Gregory,00659056
Gustavus,00354017
Halsey,00111731
Handy,00847146
Hardie,00870784
Harl,00733420
Hayden,00743136
Hays,00967339
Hermon,00548600
Hershel,00082151
Holly,00312228
Hosteen,00285121
Hoyt,00856327
Hudson,00241481
Huey,00893076
Humphrey,00831447
Hunt,00036049
Hyrum,00800055
Irven,00981648
Isam,00191933
Jabez,00874307
Jodie,00659392
Judd,00939965
Julious,00109342
Justice,00149769
Kelly,00831054
Kit,00619202
Knute,00351641
Lavern,00205534
Lawyer,00690262
Layton,00017117
Leonidas,00827907
Lewie,00637686
Linwood,00373259
Loran,00986127
Lorin,00840782
Mace,00214480
Malcom,00003352
Manly,00495643
Manson,00533428
Matthias,00341422
Merida,00042919
Miner,00064887
Montgomery,00568580
Moroni,00563738
Murdock,00651508
Nate,00029311
Nathanial,00339611
Nimrod,00337883
Norval,00569154
Nova,00232537
Orion,00018323
Orla,00160234
Orrie,00969723
Payton,00702329
Philo,00980235
Phineas,00149244
Presley,00181682
Ransom,00529215
Reece,00459715
Rene,00274861
Roswell,00516411
Rowland,00374279
Sampson,00812089
Samual,00344060
Santos,00988407
Schuyler,00824047
Sheppard,00826250
Spurgeon,00827669
Starling,00855909
Sylvanus,00434113
Theadore,00565568
Theophile,00905048
Tilmon,00428809
Tommy,00847426
Unknown,00650526
Vann,00169846
Wes,00139732
Winston,00305818
Wood,00371346
Woodie,00644021
Worthy,00105981
Wright,00439718
York,00634619
Zachariah,00450253
Adell,00623516
Celeste,00395041
Audrey,00478187
Zadie,00014522
Aura,00105229
Elta,00194427
Eveline,00804644
Lelah,00766168
Nanie,00721012
Petra,00329431
Elvie,00678395
Glennie,00290974
Juliette,00579323
Mannie,00675460
Mercy,00758604
Miranda,00551379
Nana,00407391
Zilpah,00109522
Almedia,00543367
Berdie,00087210
Byrdie,00126982
Claribel,00643444
Coral,00051294
Edwina,00345825
Exie,00342398
Justine,00987770
Malissie,00931611
Myrtice,00897319
Narcissus,00682307
Rosamond,00473992
Theresia,00582216
Valeria,00108451
Vessie,00742391
Victorine,00500234
Alfreda,00536355
Alicia,00002045
Arabella,00520243
Arminda,00349363
Audie,00071588
Cammie,00213737
Carmen,00625357
Dottie,00652550
Flo,00996845
Fredericka,00634727
Gloria,00137542
Gusta,00479718
Icie,00544703
Lillia,00084008
Lota,00358402
Nathalie,00296928
Nita,00842455
Ota,00587708
Ramona,00853994
Texie,00731010
Zillah,00816129
Aida,00492398
Allene,00209657
Arra,00812774
Belva,00939852
Biddie,00036042
Bula,00172692
Carry,00539473
Courtney,00685873
Crete,00075559
Dicy,00676649
Dossie,00698338
Ester,00566011
Evangeline,00712436
Flavia,00670853
Fleta,00843994
Fronia,00979084
Gillie,00625421
Jinnie,00138812
Jonnie,00969499
Karen,00647078
Katharina,00354102
Mell,00071064
Mirtie,00804664
Mora,00092581
Ninnie,00926413
Rettie,00852272
Rozella,00167621
Sofia,00041258
Sybil,00187930
Sylvania,00049819
Tilla,00859937
Ursula,00700838
Veda,00931407
Zaida,00804993
Zenobia,00776114
Aggie,00885171
Aletha,00226741
Andrea,00973182
Ason,00040660
Bina,00713335
Celesta,00404434
Chloie,00388908
Christie,00508874
Corean,00619962
Corinna,00051920
Donia,00695562
Elodie,00257317
Epsie,00628891
Eulah,00913753
Exa,00010406
Gail,00085370
Georgine,00075373
Gretta,00143582
Henriette,00324204
Jeffie,00249559
Jemima,00816641
Jo,00042677
Josefa,00231002
Juliana,00649413
Katharyn,00473260
Lannie,00366280
Lavada,00357713
Leonore,00696411
Levina,00316842
Libby,00198637
Lilie,00565938
Louanna,00062434
Mabell,00765820
Madeleine,00452069
Marinda,00910840
Mila,00972620
Neta,00169168
Orlena,00027367
Ova,00914915
Ozella,00438932
Ressie,00005253
Rosena,00214355
Rosey,00930246
Senora,00344681
Siddie,00415297
Susana,00290946
Susanne,00480925
Texanna,00426426
Tiney,00779140
Tinie,00502495
Tiny,00232607
Brown,00608113
Newell,00269596
Carter,00373915
Lucas,00868550
Bee,00820615
Meyer,00119729
Paris,00008015
Deforest,00604536
Dolph,00829988
Harper,00582177
Jule,00130236
Lambert,00427992
Orange,00481214
Roe,00883733
Ambers,00043628
Collins,00132097
Elbridge,00985573
Eldon,00560493
Elvis,00489751
Gaston,00980607
Hartwell,00139438
Knox,00342676
Manning,00205611
Reed,00448497
Thos,00237754
Todd,00691900
Wirt,00063134
Alvis,00508341
Ammon,00981715
Boss,00954577
Cas,00419464
Cass,00326362
Chalmer,00876495
Denton,00136325
Elsworth,00533482
Erving,00609850
Fredric,00773194
Furman,00560106
Plummer,00185041
Rollo,00465507
Ruffus,00097483
Sheldon,00420828
Tilman,00832333
Acie,00896678
Alfonso,00870115
Ashton,00197131
Burke,00132688
Cap,00796036
Casimiro,00021515
Collie,00352130
Curley,00900830
Dale,00719954
Dixon,00818267
Dominick,00637638
Garret,00371585
Gerrit,00348716
Griffin,00492328
Hall,00868595
Heber,00463974
Hurley,00543347
Isidore,00865944
Lorenza,00092189
Murphy,00988182
Obe,00975281
Orlo,00082302
Sebastian,00291349
Tolbert,00866985
Whit,00961180
Adrien,00478618
Alto,00833563
Angelo,00785988
Antone,00933471
Arden,00092392
Atticus,00306821
Belton,00714512
Blair,00255345
Burrell,00254893
Campbell,00754298
Champ,00020694
Coley,00163754
Conway,00191971
Craig,00820498
Dalton,00679723
Darrell,00472250
Darwin,00314926
Dennie,00093160
Ebb,00153145
Ebbie,00433236
Ellison,00899059
Elonzo,00875370
Emit,00242743
Emry,00292631
Ephram,00961384
Esequiel,00183071
Evertt,00907324
Garner,00987947
Garnett,00171919
Graham,00678400
Gregg,00081383
Halbert,00284551
Harvie,00067064
Harvy,00787114
Hubbard,00544670
Jared,00619352
Jere,00170098
Joesph,00043467
Johnathan,00768417
Juluis,00265479
Kirby,00355236
Kyle,00449733
Lane,00888893
Lawerence,00718567
Less,00218524
Lowell,00839226
Loy,00462893
Marcel,00252271
Marius,00117365
Marrion,00766059
Mercer,00550992
Monte,00622139
Nolan,00061439
Okey,00514668
Page,00975732
Primus,00674952
Prosper,00797398
Pryor,00203066
Robin,00798973
Roll,00243888
Seward,00213681
Shannon,00334471
Talmage,00728888
Vaughn,00787417
Verner,00350322
Waverly,00930138
Weldon,00912187
Wells,00462977
Wiliam,00832623
Wing,00796635
Verda,00937845
Attie,00827116
Gretchen,00118313
Hermina,00109187
Nelly,00766008
Eller,00495507
Hetty,00579062
Luetta,00299967
Pennie,00446877
Rosemary,00405271
Beckie,00540249
Buna,00885316
Caldonia,00010833
Candace,00428530
Edla,00821367
Eleonora,00949199
Elfrieda,00517306
Florrie,00209253
Luisa,00458192
Myrtis,00575460
Trudie,00575871
Agusta,00077898
Alphonsine,00714872
Dellie,00421785
Delpha,00255663
Joyce,00502170
Kathyrn,00379811
Loretto,00466904
Lucindy,00554769
Maybell,00495117
Odile,00924334
Orah,00319045
Prudie,00463155
Rhea,00480573
Rinda,00861527
Rosy,00855016
Roxy,00628070
Sarrah,00061893
Susannah,00974082
Tula,00710214
Alwina,00154350
Annabell,00251050
Arah,00194391
Bernadine,00325303
Buena,00112376
Capitola,00907289
Cathern,00705331
Christiana,00173239
Clora,00437388
Columbia,00795609
Eileen,00539253
Elizbeth,00982045
Eura,00705731
Hennie,00794753
Henretta,00909784
Ivie,00384598
Jeanie,00862920
Justina,00808863
Leaner,00308304
Leonia,00593672
Lorraine,00532923
Lucetta,00422473
Macie,00623308
Mahalie,00272233
Marry,00834291
Novella,00477534
Olevia,00541571
Phillis,00146288
Philomene,00548660
Salina,00899906
Sinda,00542020
Tinnie,00109746
Vashti,00308199
Vella,00463545
Veva,00047835
Vicy,00293632
Zita,00245280
Affie,00803835
Albertha,00220300
Alexina,00278545
Altie,00919477
Anabel,00412390
Anie,00901352
Artelia,00295251
Atha,00163393
Barbra,00308198
Beaulah,00182458
Bertina,00011638
Birdella,00212122
Blossom,00133916
Cara,00744445
Carmela,00446216
Carolyne,00701562
Cathryn,00795624
Charlottie,00138401
Cilla,00980876
Denise,00645481
Dezzie,00630079
Dorthea,00954925
Eleonore,00534600
Fairy,00635711
Fannye,00556873
Franc,00136969
Francina,00196422
Francisca,00941716
Genevra,00431552
Helga,00326826
Iza,00836321
Jeanetta,00039456
Jeannie,00419910
Jerusha,00480206
Laurie,00535218
Lisette,00183922
Loda,00863672
Luda,00813029
Lynda,00129979
Marget,00178437
Mariam,00295269
Modena,00432777
Nanna,00678169
Nelie,00910795
Olena,00549605
Penny,00708025
Pheobe,00437238
Portia,00217565
Roxana,00899592
Sadye,00297971
Savilla,00006752
Shellie,00048925
Sibbie,00180913
Thekla,00862280
Vienna,00420874
Vinia,00085227
Vira,00187776
Willia,00893364
Zaidee,00466029
Zana,00165921
Zilla,00095231
Cleve,00445562
Linus,00835438
Reinhold,00006154
Junior,00416752
Ace,00015237
Armstead,00789151
Benedict,00907755
Brice,00901454
Gibson,00140868
Mills,00520551
Adolfo,00109458
Alanzo,00155485
Antoine,00280758
Ethan,00562950
Eustace,00427076
Ewing,00735265
Fernand,00386956
Fisher,00221142
Harland,00069177
Hilary,00587064
Hosie,00594751
Lemon,00439476
Marsh,00282687
Newman,00334399
Nickolas,00808522
Pearley,00655059
Roman,00442656
Rome,00321422
Shelly,00962613
Vicente,00494608
Weston,00272950
Alan,00853079
Alberto,00074996
Alexis,00720333
Auguste,00585587
Bascom,00031564
Cameron,00698345
Clabe,00617634
Cooper,00426790
Domingo,00567296
Elwin,00792811
Emilio,00641322
French,00320465
Gerhard,00881589
Hansford,00230612
Jarvis,00874106
Jobe,00338756
Josephus,00408690
Landon,00784572
Lesley,00770431
Linn,00922914
Littleton,00930263
Lone,00161753
Margarito,00306226
Melton,00585733
Ott,00304986
Randle,00480675
Seaborn,00376697
Severt,00654699
Steward,00455545
Vester,00653511
Wenzel,00206164
Alby,00892822
Alcee,00030489
Almond,00717624
Alvy,00398048
Amon,00917262
Ansel,00352484
Bayard,00172404
Benny,00488838
Bluford,00635086
Booker,00859423
Burnett,00242066
Burney,00835020
Caswell,00722893
Conley,00242008
Cortez,00102229
Dionicio,00378236
Eldred,00658360
Ell,00157430
Ellery,00841619
Ellwood,00114465
Emmit,00358640
Erle,00034360
Essex,00946884
Ewell,00732018
Ewin,00168254
Fabian,00243553
Florencio,00258392
Fremont,00068823
Gaines,00594301
Garnet,00832155
Gaylord,00800823
German,00850678
Greene,00447006
Harlow,00098213
Hilton,00245133
Jhon,00855517
Kay,00234167
Kelley,00133713
Lamar,00776787
Lazarus,00756851
Leigh,00475216
Lenzy,00311951
Leonce,00001923
Leverett,00030141
Lorenz,00984835
Lott,00590268
Loyal,00034453
Luster,00266412
Mance,00789900
Matthews,00336760
Mikel,00637463
Moody,00596588
Murry,00630499
Nicolas,00530210
Norton,00197436
Oather,00877923
Orva,00764341
Patricio,00051694
Rance,00265640
Raphael,00137511
Rudolf,00700811
Rudy,00525707
Ruel,00498963
Sameul,00788362
Samul,00994625
Seldon,00402876
Stafford,00488643
Theophilus,00140767
Thompson,00480735
Toby,00577213
True,00193756
Val,00284256
Vince,00198058
Willaim,00857720
Woody,00130806
Worley,00900285
Zed,00028567
Laurel,00901123
Lelar,00154035
Matilde,00037243
Simona,00843552
Thora,00817378
Angelita,00625411
Berenice,00584943
Cleora,00613246
Dagmar,00501030
Dina,00044263
Ema,00998818
Florine,00338263
Loraine,00490134
Maida,00042073
Missie,00364132
Arline,00389238
Beatrix,00247528
Delta,00425144
Dorathea,00612728
Elenor,00718802
Gertha,00377513
Lesta,00028844
Rebekah,00900671
Rossie,00178703
Almina,00797568
Amalie,00610367
Ammie,00187972
Arlena,00153334
Avie,00712146
Carlie,00242375
Cena,00547282
Deliah,00769560
Dot,00260282
Earlie,00906964
Elfie,00123639
Ermine,00895158
Francisquita,00068623
Georgeanna,00105834
Glendora,00434916
Leontine,00465278
Leva,00101702
Litha,00584699
Luberta,00485905
Marianna,00825320
Parlee,00167772
Pearla,00774776
Sister,00537958
Thresa,00031981
Alene,00298268
Alverda,00211062
Antonette,00592436
Argie,00062743
Arkie,00946737
Arletta,00959564
Bea,00590086
Bettye,00366684
Bobbie,00263822
Cappie,00153857
Caro,00982376
Cloe,00491993
Corene,00047195
Deetta,00512675
Elberta,00985571
Elna,00701570
Ether,00389838
Felicie,00078158
Frederica,00434219
Hellen,00020060
Icey,00585517
Ines,00302291
Junia,00743436
Laney,00717628
Lassie,00105405
Lockie,00185766
Lossie,00341136
Lovey,00058655
Marianita,00158171
Mattye,00629183
Melina,00634518
Merta,00314281
Mida,00201458
Necie,00982503
Nezzie,00217757
Norine,00779870
Octavie,00520799
Otie,00079927
Parilee,00809901
Pernie,00106700
Pinky,00659969
Pricilla,00701711
Refugia,00070788
Reva,00072135
Roma,00466431
Sedonia,00394302
Senie,00020564
Spicy,00820273
Vergie,00781736
Zelia,00011137
Brady,00585558
Festus,00324736
Odell,00601268
Rosco,00501705
Chauncy,00130169
Delmer,00809447
Jimmy,00727379
Lars,00836496
Milas,00957658
Rogers,00854239
Wess,00839298
Bryan,00785863
Douglass,00031295
Irvine,00141126
Isidor,00759259
Jeptha,00817793
Olof,00670046
Robt,00959704
Ronald,00092897
Simpson,00815847
Tandy,00618464
Thurlow,00893680
Toy,00809269
Zeno,00080655
Alphonsus,00980192
Alvan,00385901
Amado,00535195
Ananias,00960378
Ancel,00884500
Atlas,00913795
Banks,00817534
Barry,00986555
Blake,00684324
Blanchard,00912648
Bose,00842141
Captain,00458969
Ceasar,00065967
Chance,00742379
Chancey,00935720
Charle,00932420
Clide,00927157
Dink,00599871
Emett,00972454
Erick,00355328
Estill,00399618
Fenton,00474379
Gale,00011309
Gay,00278434
Grove,00318439
Hanson,00265449
Harlie,00500420
Haskell,00994164
Ingram,00514982
Jep,00327800
Joy,00619811
Linton,00473739
Linzy,00748924
Little,00397748
Loney,00516248
Loring,00367937
Lute,00269960
Meredith,00401183
Norwood,00854552
Oley,00709449
Orel,00552109
Orra,00544817
Perl,00635312
Powell,00325969
Sebron,00522632
Shed,00134598
Sie,00607507
Tilford,00867173
Winthrop,00981359
Crystal,00597942
Rubie,00232681
Milly,00774506
Pluma,00256230
Ruie,00786146
Cleva,00183523
Gennie,00827814
Maxie,00570307
Vennie,00406423
Zettie,00722400
Clevie,00484968
Delma,00299840
Ferne,00422803
Maebelle,00621345
Maxine,00218697
Pearly,00704027
Savanah,00342037
Valerie,00039819
Violetta,00883524
Adelina,00173648
Alzina,00938333
Annice,00768440
Arta,00259545
Beda,00838842
Clarabelle,00277227
Delfina,00864847
Fleda,00156290
Goldia,00179864
Laila,00763356
Leala,00055224
Lilah,00419591
Lyla,00192544
Naoma,00097597
Nealy,00111813
Olivine,00742035
Rutha,00283434
Sussie,00453568
Theodocia,00181280
Trinidad,00051491
Vassie,00983209
Zina,00170280
Arley,00415231
Aurore,00967448
Beth,00754750
Channie,00983279
Cyntha,00417874
Freida,00151442
Georganna,00733573
Izetta,00788129
Kathern,00446410
Lady,00284621
Lala,00694136
Lilia,00327931
Lurana,00331909
Mozelle,00454491
Oney,00651488
Patricia,00391977
Persis,00395547
Retha,00519160
Silvia,00116086
Tacy,00552001
Teckla,00737994
Telitha,00510326
Vicie,00978655
Allice,00512766
Almeta,00512071
Arvie,00063044
Azelie,00595465
Betsey,00191480
Bitha,00717543
Byrde,00232814
Camelia,00509236
Daisye,00123737
Damie,00043911
Darcus,00565313
Darthula,00486193
Delsie,00929426
Eathel,00366661
Elia,00534635
Else,00252445
Ethie,00058547
Ethlyn,00094982
Fleeta,00888317
Henryetta,00602538
Herma,00956118
Hila,00332751
Jamie,00334546
Janey,00566027
Klara,00548311
Mag,00950947
Magdelena,00513346
Margarete,00668137
Margaretha,00577555
Martie,00830887
Minie,00719223
Monnie,00511024
Mossie,00705058
Myrle,00746666
Narcissa,00885913
Nelda,00543710
Olinda,00840859
Oline,00786925
Oliva,00130799
Omah,00373922
Ovie,00412280
Parthena,00864877
Petronella,00060311
Philena,00950160
Renna,00982787
Rina,00127824
Rissie,00037838
Robina,00158493
Sarepta,00538163
Signe,00806439
Temple,00764417
Tishia,00483849
Vinie,00729019
Weltha,00151620
Willena,00709094
Benjamen,00728391
Jens,00333536
Oakley,00045355
Whitney,00354135
Donaciano,00524162
Hayward,00760230
Son,00146566
Tollie,00464601
Vollie,00750427
Adelard,00455080
Ebenezer,00810905
Ewald,00485801
Herb,00696563
Silvester,00760515
Sullivan,00916184
Thurston,00690025
Wayman,00884754
Burrel,00524639
Cleon,00912411
Dozier,00659166
Elden,00911064
Fulton,00099253
Helmer,00372687
Hill,00915213
Hjalmer,00800999
Ignatz,00117893
Marlin,00492443
Namon,00574269
Odin,00220809
Odis,00478681
Osborn,00035245
Prentice,00116322
Purl,00687867
Roby,00409726
Shep,00540682
Simmie,00380053
Stanislaus,00768171
Vander,00784037
Zollie,00144356
Abb,00459365
Ah,00630040
Aleck,00673462
Beecher,00150218
Blain,00960564
Bowman,00550831
Bunk,00589642
Burgess,00480119
Charly,00696537
Clell,00343629
Cody,00689214
Durward,00787055
Eddy,00378467
Elgie,00382876
Euclid,00783002
Eugenio,00384339
Farley,00318192
Fielding,00705000
Gentry,00001295
Geroge,00637637
Gid,00989504
Gilford,00388445
Gill,00296767
Gunder,00959184
Isac,00851701
Iver,00751188
Jabe,00744578
Jas,00268999
Lauren,00589040
Lot,00960767
Luby,00023809
Lytle,00055324
Man,00778423
Mansfield,00790430
Maryland,00202193
Milburn,00494776
Needham,00444246
Overton,00639159
Peyton,00388794
Pliny,00250070
Proctor,00592126
Quince,00025365
Reubin,00632834
Rob,00602353
Teodoro,00766593
Theodor,00015296
Tucker,00240532
Vere,00437018
Wayland,00154829
Williard,00954529
Willy,00179745
Clotilde,00980294
Myrna,00740732
Medora,00923881
Eulalie,00657912
Hildur,00023621
Imo,00217683
Ragna,00428938
Emmy,00671022
Hildegarde,00701776
Octa,00329248
Ama,00368622
Aurilla,00993172
Beula,00239721
Euna,00448513
Laverne,00275672
Lera,00598990
Macy,00976131
Margrett,00153231
Montie,00181653
Agness,00875953
Alvira,00337177
Clella,00841662
Cornie,00702811
Dorotha,00762140
Dorthy,00381664
Dosia,00618233
Dulcie,00012730
Emaline,00513172
Enid,00454596
Enola,00849774
